prompt,source,filename,f1,f2,f3,f4
llm_free,ai,4000_story_0613_llm_free.txt,-11.98815994,-9.050809243,3.8998538783,-2.437163997
human,human,4000_story_0614.txt,14.669240675,4.9458296813,-11.04807847,-2.387562345
llm_free,ai,4000_story_0614_llm_free.txt,-8.4352028,-6.607210523,10.441687368,-0.897880574
human,human,4000_story_0615.txt,21.738348909,13.418614812,-0.995332638,1.0515174842
llm_free,ai,4000_story_0615_llm_free.txt,-7.640019959,-11.78576878,13.588863899,2.0571848259
human,human,4000_story_0617.txt,7.0947998156,8.1762631842,-10.38412282,-0.262058218
llm_free,ai,4000_story_0617_llm_free.txt,-15.73228511,-5.368394009,1.8563316693,-3.151654472
human,human,4000_story_0628.txt,19.379199498,11.449035808,10.368875439,0.5109162765
llm_free,ai,4000_story_0628_llm_free.txt,-19.98383815,-9.134089734,1.3988485484,3.6339498889
human,human,4000_story_0631.txt,9.3787154676,21.25723209,-6.736519208,-1.374835355
llm_free,ai,4000_story_0631_llm_free.txt,-9.00775425,-13.42637181,5.9775622199,1.0613732992
human,human,4000_story_0634.txt,21.655634332,10.598943281,9.4489123641,0.6963352834
llm_free,ai,4000_story_0634_llm_free.txt,-15.38464399,-13.24860016,2.5771035192,-2.336294836
human,human,4000_story_0640.txt,-0.79246981,9.8852895572,-6.614471106,-3.92704633
llm_free,ai,4000_story_0640_llm_free.txt,-5.974305079,-4.21712905,3.0985159285,0.7785220284
human,human,4000_story_0647.txt,9.7648630387,30.342642207,-5.0496987,-4.816738354
llm_free,ai,4000_story_0647_llm_free.txt,-12.90980566,-8.562479015,4.7897537961,-1.289591897
human,human,4000_story_0666.txt,10.593923647,30.315434548,-1.165339823,-0.548292087
llm_free,ai,4000_story_0666_llm_free.txt,-17.98523417,-6.511346476,1.2937909711,-1.44306662
human,human,4000_story_0668.txt,5.6408984619,16.118983183,-2.317021565,-0.887386274
llm_free,ai,4000_story_0668_llm_free.txt,-11.21820632,-6.948721032,9.2250920603,-2.010572328
human,human,4000_story_0672.txt,-5.097055906,10.663754637,-5.247686621,-1.93866568
llm_free,ai,4000_story_0672_llm_free.txt,-19.53126791,-13.20351455,-0.187249799,0.6613712475
human,human,4000_story_0683.txt,8.2969587965,11.022053022,-7.552775948,-2.312844437
llm_free,ai,4000_story_0683_llm_free.txt,-6.958099341,1.1601706882,3.1057468536,0.4617804202
human,human,4000_story_0688.txt,-5.167342962,27.128100133,-10.38313533,-4.067079513
llm_free,ai,4000_story_0688_llm_free.txt,-19.03025857,-15.50862762,0.8031644412,-1.971283289
human,human,4000_story_0693.txt,-4.663370713,27.689027132,-7.77458814,-0.340472544
llm_free,ai,4000_story_0693_llm_free.txt,-12.87343431,-9.903046694,5.8626449411,0.050564784
human,human,4000_story_0696.txt,-0.884942356,32.256522108,-5.843726204,0.0852495523
llm_free,ai,4000_story_0696_llm_free.txt,-9.696570662,-13.99911125,1.5623854891,0.1673457156
human,human,4000_story_0698.txt,3.6799598151,23.02194055,-6.031978546,0.2806258555
llm_free,ai,4000_story_0698_llm_free.txt,-16.58898185,-9.669247807,4.591802095,-2.378618513
human,human,4000_story_0708.txt,2.705672121,16.116373016,-5.444023662,2.1958126568
llm_free,ai,4000_story_0708_llm_free.txt,-0.349281583,-8.547556875,13.186284419,2.5901571206
human,human,4000_story_0710.txt,3.4723402307,-7.362133651,-4.95624659,0.2522466055
llm_free,ai,4000_story_0710_llm_free.txt,-13.4276444,-6.043903621,9.0530858579,3.7710867054
human,human,4000_story_0711.txt,10.568294419,10.015458018,-7.070458913,0.4885119218
llm_free,ai,4000_story_0711_llm_free.txt,-12.36076315,-9.405621467,8.0444996562,-1.969055654
human,human,4000_story_0715.txt,16.042258687,1.6029425592,-6.45946545,-0.731215769
llm_free,ai,4000_story_0715_llm_free.txt,-7.808095142,-7.898500597,7.2927173454,2.5401082132
human,human,4000_story_0719.txt,10.215252509,2.5493677205,-12.06833011,0.2813847514
llm_free,ai,4000_story_0719_llm_free.txt,-11.84991711,-8.910937556,6.7458014328,0.7584783598
human,human,4000_story_0721.txt,4.8624124209,7.3701430412,-1.738079645,0.2604751499
llm_free,ai,4000_story_0721_llm_free.txt,-14.05853699,-8.307982855,4.8941765725,1.3558406914
human,human,4000_story_0725.txt,2.1331935007,-6.098724244,-3.041398076,2.6557090874
llm_free,ai,4000_story_0725_llm_free.txt,-13.91822787,-7.834267914,5.1233119661,-0.347706699
human,human,4000_story_0726.txt,13.163951663,21.647722914,-0.501975761,3.1470741118
llm_free,ai,4000_story_0726_llm_free.txt,-14.62130762,-8.802597799,8.0445151827,0.5902134082
human,human,4000_story_0727.txt,17.636564876,11.125569455,-2.763220621,6.2222592134
llm_free,ai,4000_story_0727_llm_free.txt,-12.79132589,-2.6995535,3.3626970336,-2.450284217
human,human,4000_story_0728.txt,3.3988238464,6.779263538,-11.0066086,-1.684409573
llm_free,ai,4000_story_0728_llm_free.txt,-7.783867969,-6.85014261,0.2940830209,-0.698225147
human,human,4000_story_0730.txt,21.603474101,21.696505189,3.1343548755,-2.046083889
llm_free,ai,4000_story_0730_llm_free.txt,-8.230555503,-15.4683834,9.4685271978,1.5545395449
human,human,4000_story_0731.txt,10.72371972,14.885736352,-12.78407369,-1.868429874
llm_free,ai,4000_story_0731_llm_free.txt,-10.42581108,-8.367610658,5.1071471283,-0.43689727
human,human,4000_story_0733.txt,-3.621579029,10.410988023,-16.24516629,-3.133225822
llm_free,ai,4000_story_0733_llm_free.txt,-14.44522812,-10.86607778,2.6572836813,2.123391113
human,human,4000_story_0735.txt,4.9522268808,24.404619838,-9.880450543,-1.910579428
llm_free,ai,4000_story_0735_llm_free.txt,-15.69872165,-9.468177451,-3.391457431,-1.361674584
human,human,4000_story_0736.txt,24.70712901,47.401173219,14.34642932,8.1152500489
llm_free,ai,4000_story_0736_llm_free.txt,-11.52113896,-15.36378348,4.2239812685,-3.286080799
human,human,4000_story_0737.txt,12.680712945,-6.997702892,-1.812663555,-1.256465248
llm_free,ai,4000_story_0737_llm_free.txt,-13.87766656,-12.83125076,3.4366664672,-2.498903398
human,human,4000_story_0738.txt,12.213966384,-8.836832891,-0.323520125,-2.016996786
llm_free,ai,4000_story_0738_llm_free.txt,-11.51978714,-11.7072784,1.4769731466,-2.84162203
human,human,4000_story_0743.txt,8.5904385364,18.657551818,20.039759524,-4.107457136
llm_free,ai,4000_story_0743_llm_free.txt,-13.88074599,-11.28857305,2.9520872325,0.5359247531
human,human,4000_story_0744.txt,10.156226183,0.0710586706,-1.341538057,-0.79144045
llm_free,ai,4000_story_0744_llm_free.txt,-15.26760599,-9.259475306,0.6724607222,2.2435306955
human,human,4000_story_0748.txt,20.769354275,12.016293979,20.384936224,-0.596222123
llm_free,ai,4000_story_0748_llm_free.txt,-8.465937258,-3.633041047,7.1529419149,-0.51955177
human,human,4000_story_0750.txt,14.50120995,21.058036591,-9.375080927,0.001183197
llm_free,ai,4000_story_0750_llm_free.txt,-11.61390063,-8.697248405,10.791375452,2.4749332622
human,human,4000_story_0751.txt,17.168213028,3.5778435491,1.0246218536,1.8119106871
llm_free,ai,4000_story_0751_llm_free.txt,-4.15578913,-11.80579917,2.7999257667,-1.359102365
human,human,4000_story_0752.txt,17.480647715,7.8508612794,1.7623577033,3.0153290068
llm_free,ai,4000_story_0752_llm_free.txt,-0.533061379,-5.289341596,11.320531143,2.1707308767
human,human,4000_story_0753.txt,17.350969918,-4.820516237,5.0415405962,1.3415233171
llm_free,ai,4000_story_0753_llm_free.txt,-15.02951316,-5.916348484,3.5213407382,-2.756168065
human,human,4000_story_0754.txt,4.402408887,-13.39546502,-13.19005945,-4.025277107
llm_free,ai,4000_story_0754_llm_free.txt,-17.62258847,-8.372355812,4.3786376625,-1.042888887
human,human,4000_story_0755.txt,15.228998949,10.606363901,-1.526246245,-3.897643273
llm_free,ai,4000_story_0755_llm_free.txt,-12.99776042,-9.797072262,5.1652074648,2.6531596125
human,human,4000_story_0757.txt,-5.706389217,4.064200707,-5.30712573,-0.314651942
llm_free,ai,4000_story_0757_llm_free.txt,-12.14892899,-11.17624654,3.8997221785,3.3322395166
human,human,4000_story_0758.txt,12.363076206,7.019075629,0.067109641,3.4850011803
llm_free,ai,4000_story_0758_llm_free.txt,-12.74426855,-12.39407827,7.37115658,2.5900749494
human,human,4000_story_0759.txt,14.129705604,-3.534871157,7.5517408126,2.8239426754
llm_free,ai,4000_story_0759_llm_free.txt,-9.793667961,-4.717763751,2.1939811954,-0.287048674
human,human,4000_story_0760.txt,8.5328529499,-10.92856044,-6.503314284,-1.675019056
llm_free,ai,4000_story_0760_llm_free.txt,-17.22028149,-11.65364625,-2.572239821,-3.173175664
human,human,4000_story_0761.txt,22.88526145,0.947606703,10.333330086,-3.027584901
llm_free,ai,4000_story_0761_llm_free.txt,-14.18022321,-9.925789384,-0.251544111,-0.86239762
human,human,4000_story_0762.txt,20.788479496,-1.616292447,7.2251868014,-0.141086539
llm_free,ai,4000_story_0762_llm_free.txt,-10.86679758,-7.098375895,8.1964982551,-0.222038115
human,human,4000_story_0764.txt,14.0398792,-2.480248895,4.765235219,-0.198645284
llm_free,ai,4000_story_0764_llm_free.txt,-11.54660296,-4.286098185,2.7795626285,0.6558207418
human,human,4000_story_0766.txt,14.879490495,4.3285508925,4.2850929316,-2.351129099
llm_free,ai,4000_story_0766_llm_free.txt,-13.68758533,-10.85320791,-2.183809635,-2.387100423
human,human,4000_story_0767.txt,4.3859601407,9.2664914686,-9.729003139,-4.066860117
llm_free,ai,4000_story_0767_llm_free.txt,-16.18484841,-7.380840803,3.1913015254,3.8163160655
human,human,4000_story_0768.txt,12.472373205,3.3548762322,5.3695253817,1.1749349139
llm_free,ai,4000_story_0768_llm_free.txt,-8.658978725,-14.84685407,6.9968581927,0.0572276865
human,human,4000_story_0769.txt,-1.089427633,9.5855743714,-9.790515968,-0.061292383
llm_free,ai,4000_story_0769_llm_free.txt,-7.569496503,-10.45720026,3.9251527346,-0.672866189
human,human,4000_story_0774.txt,22.326788655,7.2312121222,1.6042128314,2.567156056
llm_free,ai,4000_story_0774_llm_free.txt,-17.90524179,-11.38673508,0.7723924947,-1.210480341
human,human,4000_story_0775.txt,11.7959843,-0.822723898,-5.985485903,0.4011851194
llm_free,ai,4000_story_0775_llm_free.txt,-9.539490659,-4.417080126,3.2835511018,-0.922928427
human,human,4000_story_0776.txt,5.4519495901,19.427693787,-10.5262048,1.077338258
llm_free,ai,4000_story_0776_llm_free.txt,-13.9788193,-14.38302698,2.3166401358,-1.33125039
human,human,4000_story_0777.txt,6.4556609191,7.3051893813,-12.8983161,-1.712302058
llm_free,ai,4000_story_0777_llm_free.txt,-14.42294901,-13.26873868,6.2044381959,-1.873415118
human,human,4000_story_0778.txt,9.5059420841,24.148615256,-12.47311323,1.8744006133
llm_free,ai,4000_story_0778_llm_free.txt,-13.34735708,-5.924782752,9.9349667995,-0.101303169
human,human,4000_story_0779.txt,25.15488783,8.9176826809,-4.605418054,2.2817945799
llm_free,ai,4000_story_0779_llm_free.txt,-5.319033291,-9.36003805,3.5278814342,0.7249639891
human,human,4000_story_0783.txt,-8.589936689,-13.36494505,-13.54485065,-0.903143958
llm_free,ai,4000_story_0783_llm_free.txt,-17.7586168,-9.813404567,0.1318841413,-0.071938568
human,human,4000_story_0794.txt,11.783031256,26.588493429,-8.386795065,-0.295897741
llm_free,ai,4000_story_0794_llm_free.txt,-10.62072526,-12.07188603,-0.067772653,-0.938492516
human,human,4000_story_0798.txt,6.6435620057,20.493561458,-9.616635713,0.5903147407
llm_free,ai,4000_story_0798_llm_free.txt,-18.09492229,-10.69743129,-1.079859616,-1.452335604
human,human,4000_story_0801.txt,18.257638523,6.7111491611,-8.0178743,-2.170461017
llm_free,ai,4000_story_0801_llm_free.txt,-14.86949637,-5.311576152,4.3176407525,-0.212499988
human,human,4000_story_0804.txt,13.807213933,8.1174498479,-5.691362887,-0.699464868
llm_free,ai,4000_story_0804_llm_free.txt,-12.7670771,-5.713520779,0.6811938773,-0.464464538
human,human,4000_story_0806.txt,13.570051397,8.4843017956,-7.27347375,0.6199493818
llm_free,ai,4000_story_0806_llm_free.txt,-10.89590641,-4.981801219,-0.08824733,-2.220746616
human,human,4000_story_0813.txt,8.5781098895,7.5173487046,-9.418240064,-0.370356384
llm_free,ai,4000_story_0813_llm_free.txt,-16.10552112,-11.97289119,1.175087226,-3.446335576
human,human,4000_story_0817.txt,5.6638271712,8.9267623052,-16.36465933,-1.617742603
llm_free,ai,4000_story_0817_llm_free.txt,-18.94595676,-14.09305815,0.8602716239,-1.644050677
human,human,4000_story_0825.txt,-3.411467972,26.853529001,-11.81224803,-0.521223958
llm_free,ai,4000_story_0825_llm_free.txt,-13.73999754,-10.86708342,4.8931475918,-1.144775059
human,human,4000_story_0831.txt,7.8017287007,10.307538972,-3.429733874,7.3162609651
llm_free,ai,4000_story_0831_llm_free.txt,-13.83998331,-9.399465013,5.8173589281,-0.540826056
human,human,4000_story_0833.txt,8.2628899926,-4.735675446,-1.450382072,3.9179081495
llm_free,ai,4000_story_0833_llm_free.txt,-13.64487932,-8.214326287,3.73026952,-1.169566341
human,human,4000_story_0838.txt,4.2079808883,7.8023787239,-2.92671069,4.7786278462
llm_free,ai,4000_story_0838_llm_free.txt,-19.81038525,-11.81403106,2.9909178312,0.0168474356
human,human,4000_story_0839.txt,-2.834654524,-4.603003622,-10.80791116,2.8760049577
llm_free,ai,4000_story_0839_llm_free.txt,-15.54573139,-9.782253694,4.3521108225,0.0256196732
human,human,4000_story_0842.txt,11.474823436,28.395869644,-4.372305886,0.1005075364
llm_free,ai,4000_story_0842_llm_free.txt,-6.355352278,-7.238611811,8.0704002905,-1.938734196
human,human,4000_story_0852.txt,8.2193666657,3.8447145653,-3.694627303,-1.504409767
llm_free,ai,4000_story_0852_llm_free.txt,-18.53910586,-6.544538122,-0.460760079,-3.290708096
human,human,4000_story_0853.txt,4.9552557715,10.030307292,-9.009438996,0.3202312996
llm_free,ai,4000_story_0853_llm_free.txt,-13.99447085,-10.13896888,0.6638856695,2.5872393143
human,human,4000_story_0854.txt,5.7961590989,1.7277710134,-5.531015551,0.945584114
llm_free,ai,4000_story_0854_llm_free.txt,-13.63850328,-11.41600578,6.9608385193,-1.141006941
human,human,4000_story_0858.txt,9.1494139966,7.850236848,0.45374621,-2.520784843
llm_free,ai,4000_story_0858_llm_free.txt,-9.93607755,-0.581316179,8.4717131427,-0.323260001
human,human,4000_story_0872.txt,-2.687834445,-1.795376735,-12.49051224,-1.656321077
llm_free,ai,4000_story_0872_llm_free.txt,-19.99565642,-15.40096613,-0.395505417,-1.839221801
human,human,4000_story_0879.txt,10.602163036,32.678847917,-11.60482867,-0.916753183
llm_free,ai,4000_story_0879_llm_free.txt,-16.59013297,-10.97052944,-1.752497138,-3.297694505
human,human,4000_story_0887.txt,20.234302013,2.1195714103,-5.757725551,0.5269663833
llm_free,ai,4000_story_0887_llm_free.txt,-14.64123135,-3.955996434,4.7669367021,2.4686528018
human,human,4000_story_0888.txt,0.4620536504,0.327959857,-13.82707937,-4.208352844
llm_free,ai,4000_story_0888_llm_free.txt,-10.00847851,-12.21255725,4.3307245466,2.0978265847
human,human,4000_story_0889.txt,16.725024216,4.0736016701,-3.06632601,-0.568192975
llm_free,ai,4000_story_0889_llm_free.txt,-18.22037151,-6.201785945,0.4058540593,0.4862595696
human,human,4000_story_0890.txt,10.328606953,-3.431663723,-5.097272429,0.2626056045
llm_free,ai,4000_story_0890_llm_free.txt,-13.51426105,-13.71196645,5.0397279635,-0.142376968
human,human,4000_story_0891.txt,23.567693819,-0.861108211,6.7841505114,1.4003309932
llm_free,ai,4000_story_0891_llm_free.txt,-9.114500315,-13.1123964,5.6117341576,0.7737539799
human,human,4000_story_0894.txt,8.435294184,20.555160145,-12.96776637,1.0493554105
llm_free,ai,4000_story_0894_llm_free.txt,-9.290299175,-14.31682641,1.4350010581,0.1937046045
human,human,4000_story_0895.txt,4.7007599984,12.117431005,-7.812351119,1.1693090744
llm_free,ai,4000_story_0895_llm_free.txt,-13.2985019,-10.36005397,-2.141421973,-2.353604202
human,human,4000_story_0896.txt,5.4787588791,1.7152209032,-10.68087956,-1.542760317
llm_free,ai,4000_story_0896_llm_free.txt,-16.60294967,-13.15140009,0.4259355084,1.3765781859
human,human,4000_story_0898.txt,6.4826835322,1.808966538,-6.308073296,0.8703044691
llm_free,ai,4000_story_0898_llm_free.txt,-13.88672201,-8.341932103,3.5713594403,0.4020647573
human,human,4000_story_0899.txt,6.5938800743,13.216320466,-8.030464654,-2.294859544
llm_free,ai,4000_story_0899_llm_free.txt,-15.59165798,-5.554713808,-0.217554072,-1.206257611
human,human,4000_story_0920.txt,5.9548937339,6.6383912817,-0.602696459,-0.302250093
llm_free,ai,4000_story_0920_llm_free.txt,-14.19827294,-2.264372231,3.3598714537,-3.120000623
human,human,4000_story_0921.txt,15.590551307,-1.482390081,-2.642828986,-0.767460959
llm_free,ai,4000_story_0921_llm_free.txt,-8.121220729,-12.17314561,10.25211459,0.5539447906
human,human,4000_story_0922.txt,14.273646492,36.494344002,5.8683503716,-1.045094846
llm_free,ai,4000_story_0922_llm_free.txt,-15.95770427,-1.759161026,1.7836123443,3.3566242581
human,human,4000_story_0924.txt,0.3276589017,27.87694813,-20.10709477,-6.676431475
llm_free,ai,4000_story_0924_llm_free.txt,-17.19689727,-15.31878643,1.8970152284,-1.148092496
human,human,4000_story_0925.txt,6.1984064486,20.661570251,-7.392827132,-0.444294721
llm_free,ai,4000_story_0925_llm_free.txt,-14.05285882,-5.042484913,6.6092627237,5.8126518006
human,human,4000_story_0926.txt,3.1096149706,0.011655789,-17.83057213,0.4113426164
llm_free,ai,4000_story_0926_llm_free.txt,-10.29775503,-6.301821976,5.7298856774,1.3248520253
human,human,4000_story_0928.txt,8.972229631,-0.987859907,-5.493660242,2.2643883338
llm_free,ai,4000_story_0928_llm_free.txt,-13.12110236,-13.68649037,2.7717612803,-1.48806951
human,human,4000_story_0929.txt,-0.3447806,12.722592167,-11.28831372,-2.124442569
llm_free,ai,4000_story_0929_llm_free.txt,-15.37754218,-11.03785237,12.509175955,-2.01612059
human,human,4000_story_0931.txt,0.1670340731,1.7878701426,-19.83900457,-3.824735711
llm_free,ai,4000_story_0931_llm_free.txt,-17.52645803,-15.58035613,-0.348724395,-3.525401189
human,human,4000_story_0932.txt,4.1956139091,0.428037623,-12.52748471,-1.77768993
llm_free,ai,4000_story_0932_llm_free.txt,-21.12818642,-11.02109192,2.5544270452,-2.72766523
human,human,4000_story_0935.txt,-6.553208542,2.0533391679,-20.90050956,-5.154934882
llm_free,ai,4000_story_0935_llm_free.txt,-10.32937336,-12.28240675,4.1787141165,2.1476037054
human,human,4000_story_0936.txt,9.5821374177,29.837348487,-10.3057101,-1.766691205
llm_free,ai,4000_story_0936_llm_free.txt,-17.28997428,-7.922570448,1.0959981484,0.5135715065
human,human,4000_story_0938.txt,20.32435518,-9.248853858,-5.889960074,-2.823263242
llm_free,ai,4000_story_0938_llm_free.txt,-10.10044946,-5.068029258,6.6852008033,0.3508468465
human,human,4000_story_0939.txt,10.678826225,1.2002091735,-5.514412254,0.1272390531
llm_free,ai,4000_story_0939_llm_free.txt,-13.74941678,-6.520183944,1.436249459,0.6996726072
human,human,4000_story_0943.txt,2.2273818812,13.490671963,-16.67207494,3.4824233789
llm_free,ai,4000_story_0943_llm_free.txt,-15.16887044,-16.45956809,-1.64259619,-1.478166299
human,human,4000_story_0945.txt,-4.076727461,20.441058522,-18.77231905,-6.742331486
llm_free,ai,4000_story_0945_llm_free.txt,-14.83277732,-10.6295656,3.7861662018,1.6606771327
human,human,4000_story_0951.txt,21.282526263,3.7997488562,5.110752031,1.6749255267
llm_free,ai,4000_story_0951_llm_free.txt,-17.21219207,-7.733435825,4.0060853377,-0.256227948
human,human,4000_story_0952.txt,21.348608652,0.746126863,4.6702000586,-1.39993988
llm_free,ai,4000_story_0952_llm_free.txt,-13.93810935,-8.528044627,8.3537944033,0.0032327774
human,human,4000_story_0953.txt,16.992552715,4.6909056828,1.3308512661,3.8800720885
llm_free,ai,4000_story_0953_llm_free.txt,-18.78891139,-4.563694876,3.8613625602,-2.563874303
human,human,4000_story_0954.txt,28.400190344,-1.56421071,3.6598764564,1.1324987291
llm_free,ai,4000_story_0954_llm_free.txt,-12.45297811,-9.62793033,-0.353641685,0.1720572642
human,human,4000_story_0955.txt,13.08188886,8.493039152,-3.05203729,1.2802142839
llm_free,ai,4000_story_0955_llm_free.txt,-11.44848937,-10.09769325,4.9776871509,-0.327177974
human,human,4000_story_0957.txt,1.3648772205,9.3432609174,-6.683546637,2.8193491984
llm_free,ai,4000_story_0957_llm_free.txt,-13.15400136,-8.568471296,6.5909055669,-1.423545247
human,human,4000_story_0968.txt,7.1324539829,15.026734645,-6.92326797,3.8005751693
llm_free,ai,4000_story_0968_llm_free.txt,-10.82955195,-6.368775088,4.1717008662,1.1979674909
human,human,4000_story_0969.txt,8.261080103,8.7929811924,-3.50844812,4.016818043
llm_free,ai,4000_story_0969_llm_free.txt,-12.42053977,-14.94719036,7.4469715462,0.3783027396
human,human,4000_story_0972.txt,21.940460249,22.207307859,-1.597137076,9.4834939364
llm_free,ai,4000_story_0972_llm_free.txt,-14.1987897,-5.185058282,9.0372386471,2.1678882749
human,human,4000_story_0973.txt,17.09308085,7.7388621511,0.1056400341,4.1887991
llm_free,ai,4000_story_0973_llm_free.txt,-18.42738272,-14.22347301,3.6785852431,-0.92917855
human,human,4000_story_0976.txt,18.573886948,-1.196840216,-2.258518631,0.8793813103
llm_free,ai,4000_story_0976_llm_free.txt,-10.35751887,-3.427841384,12.605027139,4.9909769444
human,human,4000_story_0979.txt,24.821693034,7.5445159217,4.4430706651,4.579991568
llm_free,ai,4000_story_0979_llm_free.txt,-19.48999178,-10.42678958,1.144010515,-0.001602905
human,human,4000_story_0980.txt,32.092387191,10.042761774,10.380555395,4.7278726899
llm_free,ai,4000_story_0980_llm_free.txt,-18.80153475,-11.40387591,0.2918394465,-1.186085378
human,human,4000_story_0983.txt,25.313372176,0.4297565267,4.074797129,1.2125530466
llm_free,ai,4000_story_0983_llm_free.txt,-16.45719051,-10.12682384,4.1625387848,0.2818701926
human,human,4000_story_0986.txt,24.755739976,-5.960289471,13.846944795,1.1929213442
llm_free,ai,4000_story_0986_llm_free.txt,-9.491789868,-11.11351225,1.4425623063,-1.693363177
human,human,4000_story_0987.txt,21.96594059,-9.258116245,11.772147095,1.9018024635
llm_free,ai,4000_story_0987_llm_free.txt,-9.128744554,-11.09887108,7.1694757485,1.1208128943
human,human,4000_story_0989.txt,1.5691505798,-16.91694605,-7.670082358,-1.937456168
llm_free,ai,4000_story_0989_llm_free.txt,-7.850499448,-5.44212209,10.139931656,0.9926456729
human,human,4000_story_0996.txt,15.257490855,-2.338185094,13.828411447,-0.068741275
llm_free,ai,4000_story_0996_llm_free.txt,-13.251005,-8.821451823,9.9702878769,-0.770645387
human,human,4000_story_0997.txt,7.3578802868,-7.231973129,-1.290007373,-0.091036327
llm_free,ai,4000_story_0997_llm_free.txt,-13.5357285,-3.537056088,7.5290574077,0.7579188246
human,human,4000_story_1000.txt,12.059500438,-6.700678977,4.2568222315,-1.119872231
llm_free,ai,4000_story_1000_llm_free.txt,-13.55404815,-8.210593736,-1.407050081,-1.1395028
human,human,4000_story_1009.txt,6.5843370082,24.622676997,-11.48880055,-0.466212231
llm_free,ai,4000_story_1009_llm_free.txt,-14.22691283,-8.520064221,3.3001942051,-3.200747255
human,human,4000_story_1014.txt,14.079868249,9.7701158737,-8.493057469,-3.828500239
llm_free,ai,4000_story_1014_llm_free.txt,-12.22652125,-6.035137153,2.4358312922,-2.925734899
human,human,4000_story_1017.txt,9.0756724939,57.846544618,-15.35148536,-1.425152589
llm_free,ai,4000_story_1017_llm_free.txt,-13.91107553,-11.72240801,4.2702820885,0.3406770136
human,human,4000_story_1028.txt,18.908338908,30.211147149,-1.338253561,4.2101231323
llm_free,ai,4000_story_1028_llm_free.txt,-12.21388301,-8.931628914,3.2086351686,1.2523587604
human,human,4000_story_1030.txt,9.1911927715,21.489839237,-17.3515299,-4.204834673
llm_free,ai,4000_story_1030_llm_free.txt,-16.5795288,1.5198569102,4.8934781226,0.4372740172
human,human,4000_story_1031.txt,10.951284375,42.961302846,-2.678057246,1.6543558924
llm_free,ai,4000_story_1031_llm_free.txt,-17.06230345,-11.20284926,2.850631848,-0.130595428
human,human,4000_story_1032.txt,10.368455555,31.397901142,-12.28584831,-1.240823768
llm_free,ai,4000_story_1032_llm_free.txt,-11.31191448,-5.443985522,2.6496317689,1.0038853781
human,human,4000_story_1045.txt,12.519939277,10.425492071,-1.560762545,-2.379248374
llm_free,ai,4000_story_1045_llm_free.txt,-8.436963221,-10.30807616,7.2080873635,0.5586822885
human,human,4000_story_1049.txt,23.122226938,20.206465867,-3.666409321,3.2594980987
llm_free,ai,4000_story_1049_llm_free.txt,-14.33853487,-5.218775977,12.451157583,0.3218697956
human,human,4000_story_1052.txt,6.1387360117,18.039495048,-15.18796709,-1.653089081
llm_free,ai,4000_story_1052_llm_free.txt,-7.810665339,-7.140395358,5.6337334703,0.8571134251
human,human,4000_story_1055.txt,12.577565293,38.760349739,-18.07913293,-4.33336467
llm_free,ai,4000_story_1055_llm_free.txt,-13.88712195,-11.98389819,5.1999457797,3.0006964395
human,human,4000_story_1060.txt,19.328795594,12.535515564,-0.065337806,1.8313676961
llm_free,ai,4000_story_1060_llm_free.txt,-9.416918981,-4.43503715,7.0362744986,-0.220528183
human,human,4000_story_1064.txt,27.23104774,3.4966306685,4.107042735,9.3266334667
llm_free,ai,4000_story_1064_llm_free.txt,-19.76832428,-8.109835761,-0.144387139,0.3419169477
human,human,4000_story_1070.txt,25.900997753,2.1686751251,13.117231449,-0.110779469
llm_free,ai,4000_story_1070_llm_free.txt,-11.1208757,-7.990480205,1.245830181,-0.003687188
human,human,4000_story_1071.txt,9.0633726865,12.230769481,-8.555018205,-0.31536958
llm_free,ai,4000_story_1071_llm_free.txt,-14.08804933,-11.65208691,-0.653568652,-1.971594224
human,human,4000_story_1075.txt,13.253010238,18.792476881,-3.739610215,-0.373089428
llm_free,ai,4000_story_1075_llm_free.txt,-14.71466757,-7.768263462,6.3290541759,-3.05738979
human,human,4000_story_1091.txt,14.860742774,23.515099889,-7.894564417,3.9253683894
llm_free,ai,4000_story_1091_llm_free.txt,-12.09005653,-8.175024177,6.1547451654,0.4444257796
human,human,4000_story_1096.txt,22.146578488,6.9048323095,-0.204799916,-0.112739805
llm_free,ai,4000_story_1096_llm_free.txt,-12.34623608,-7.817745005,6.1768553947,-1.233962147
human,human,4000_story_1103.txt,11.576152539,12.650654671,3.4862270466,-0.520642876
llm_free,ai,4000_story_1103_llm_free.txt,-8.812761386,-8.827602497,8.423950542,2.6186874228
human,human,4000_story_1104.txt,9.4711050464,17.861979349,-1.244367019,3.2206777853
llm_free,ai,4000_story_1104_llm_free.txt,-16.84617701,1.8784582623,3.4474653479,-2.615538065
human,human,4000_story_1105.txt,11.955246741,2.3753834196,-2.238376922,3.1235684295
llm_free,ai,4000_story_1105_llm_free.txt,-11.42455439,-0.245771921,0.4570978189,0.4763388936
human,human,4000_story_1106.txt,10.9153543,4.676427826,1.1091025559,1.7048038263
llm_free,ai,4000_story_1106_llm_free.txt,-15.42404196,-7.799852904,1.9279260484,-2.443864459
human,human,4000_story_1107.txt,8.8506802988,20.843584048,-8.050770064,-0.837974734
llm_free,ai,4000_story_1107_llm_free.txt,-16.39246123,-13.92969492,0.810485705,-1.561615787
human,human,4000_story_1108.txt,14.949713569,19.926156463,-0.503103587,3.7416277042
